Idx,Book,Ref.,KJB Verse,KJB Word,Original,Transliteration,Definition
"891","Psa","Psa 44:1","¶ (To the chief Musician for the sons of Korah, Maschil.) We have heard with our ears, O God, **our fathers[H1]** have told us, what work thou didst in their days, in the times of old","our fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"892","Psa","Psa 45:10","Hearken, O daughter, and consider, and incline thine ear; forget also thine own people, **and thy father's[H1]** house","and thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"893","Psa","Psa 45:16","**Instead of thy fathers[H1]** shall be thy children, whom thou mayest make princes in all the earth","Instead of thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"894","Psa","Psa 49:19","He shall go to the generation **of his fathers[H1]**; they shall never see light","of his fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"895","Psa","Psa 68:5","**A father[H1]** of the fatherless, and a judge of the widows, is God in his holy habitation","A father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"896","Psa","Psa 78:3","Which we have heard and known, **and our fathers[H1]** have told","and our fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"897","Psa","Psa 78:5","For he established a testimony in Jacob, and appointed a law in Israel, which he commanded **our fathers[H1]**, that they should make them known to their children","our fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"898","Psa","Psa 78:8","**And might not be as their fathers[H1]**, a stubborn and rebellious generation; a generation that set not their heart aright, and whose spirit was not stedfast with God","And might not be as their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"899","Psa","Psa 78:12","Marvellous things did he in the sight **of their fathers[H1]**, in the land of Egypt, in the field of Zoan","of their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"900","Psa","Psa 78:57","But turned back, and dealt unfaithfully **like their fathers[H1]**: they were turned aside like a deceitful bow","like their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"901","Psa","Psa 89:26","He shall cry **unto me, Thou art my father[H1]**, my God, and the rock of my salvation","unto me Thou art my father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"902","Psa","Psa 95:9","**When your fathers[H1]** tempted me, proved me, and saw my work","When your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"903","Psa","Psa 103:13","**Like as a father[H1]** pitieth his children, so the LORD pitieth them that fear","Like as a father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"904","Psa","Psa 106:6","We have sinned **with our fathers[H1]**, we have committed iniquity, we have done wickedly","with our fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"905","Psa","Psa 106:7","**Our fathers[H1]** understood not thy wonders in Egypt; they remembered not the multitude of thy mercies; but provoked him at the sea, even at the Red sea","Our fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"906","Psa","Psa 109:14","Let the iniquity **of his fathers[H1]** be remembered with the LORD; and let not the sin of his mother be blotted out","of his fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"907","Pro","Pro 1:8","My son, hear the instruction **of thy father[H1]**, and forsake not the law of thy mother","of thy father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"908","Pro","Pro 3:12","For whom the LORD loveth he correcteth; **even as a father[H1]** the son in whom he delighteth","even as a father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"909","Pro","Pro 4:1","¶ Hear, ye children, the instruction **of a father[H1]**, and attend to know understanding","of a father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"910","Pro","Pro 4:3","**For I was my father's[H1]** son, tender and only beloved in the sight of my mother","For I was my fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"911","Pro","Pro 6:20","¶ My son, keep **thy father's[H1]** commandment, and forsake not the law of thy mother","thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"912","Pro","Pro 10:1","¶ The proverbs of Solomon. A wise son maketh a glad **father[H1]**: but a foolish son is the heaviness of his mother","father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"913","Pro","Pro 13:1","¶ A wise son **heareth his father's[H1]** instruction: but a scorner heareth not rebuke","heareth his fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"914","Pro","Pro 15:5","A fool despiseth **his father's[H1]** instruction: but he that regardeth reproof is prudent","his fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"915","Pro","Pro 15:20","A wise son maketh a glad **father[H1]**: but a foolish man despiseth his mother","father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"916","Pro","Pro 17:6","Children's children are the crown of old men; and the glory of children **are their fathers[H1]**","are their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"917","Pro","Pro 17:21","He that begetteth a fool doeth it to his sorrow: **and the father[H1]** of a fool hath no joy","and the father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"918","Pro","Pro 17:25","A foolish son is a grief **to his father[H1]**, and bitterness to her that bare","to his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"919","Pro","Pro 19:13","A foolish son is the calamity **of his father[H1]**: and the contentions of a wife are a continual dropping","of his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"920","Pro","Pro 19:14","House and riches are the inheritance **of fathers[H1]**: and a prudent wife is from the LORD","of fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"921","Pro","Pro 19:26","He that wasteth **his father[H1]**, and chaseth away his mother, is a son that causeth shame, and bringeth reproach","his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"922","Pro","Pro 20:20","Whoso curseth **his father[H1]** or his mother, his lamp shall be put out in obscure darkness","his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"923","Pro","Pro 22:28","Remove not the ancient landmark, **which thy fathers[H1]** have set","which thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"924","Pro","Pro 23:22","Hearken **unto thy father[H1]** that begat thee, and despise not thy mother when she is old","unto thy father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"925","Pro","Pro 23:24","**The father[H1]** of the righteous shall greatly rejoice: and he that begetteth a wise child shall have joy","The father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"926","Pro","Pro 23:25","**Thy father[H1]** and thy mother shall be glad, and she that bare thee shall rejoice","Thy father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"927","Pro","Pro 27:10","Thine own friend, **and thy father's[H1]** friend, forsake not; neither go into thy brother's house in the day of thy calamity: for better is a neighbour that is near than a brother far off","and thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"928","Pro","Pro 28:7","Whoso keepeth the law is a wise son: but he that is a companion of riotous men shameth **his father[H1]**","his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"929","Pro","Pro 28:24","Whoso robbeth **his father[H1]** or his mother, and saith, It is no transgression; the same is the companion of a destroyer","his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"930","Pro","Pro 29:3","Whoso loveth wisdom rejoiceth **his father[H1]**: but he that keepeth company with harlots spendeth his substance","his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"931","Pro","Pro 30:11","There is a generation that curseth **their father[H1]**, and doth not bless their mother","their father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"932","Pro","Pro 30:17","The eye that mocketh **at his father[H1]**, and despiseth to obey his mother, the ravens of the valley shall pick it out, and the young eagles shall eat","at his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"933","Isa","Isa 3:6","When a man shall take hold of his brother of the house **of his father[H1]**, saying, Thou hast clothing, be thou our ruler, and let this ruin be under thy hand","of his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"934","Isa","Isa 7:17","¶ The LORD shall bring upon thee, and upon thy people, **and upon thy father's[H1]** house, days that have not come, from the day that Ephraim departed from Judah; even the king of Assyria","and upon thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"935","Isa","Isa 8:4","For before the child shall have knowledge to cry, **My father[H1]**, and my mother, the riches of Damascus and the spoil of Samaria shall be taken away before the king of Assyria","My father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"936","Isa","Isa 9:6","For unto us a child is born, unto us a son is given: and the government shall be upon his shoulder: and his name shall be called Wonderful, Counsellor, The mighty God, The everlasting **Father[H1]**, The Prince of Peace","Father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"937","Isa","Isa 14:21","Prepare slaughter for his children for the iniquity **of their fathers[H1]**; that they do not rise, nor possess the land, nor fill the face of the world with cities","of their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"938","Isa","Isa 22:21","And I will clothe him with thy robe, and strengthen him with thy girdle, and I will commit thy government into his hand: **and he shall be a father[H1]** to the inhabitants of Jerusalem, and to the house of Judah","and he shall be a father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"939","Isa","Isa 22:23","And I will fasten him as a nail in a sure place; and he shall be for a glorious throne **to his father's[H1]** house","to his fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"940","Isa","Isa 22:24","And they shall hang upon him all the glory **of his father's[H1]** house, the offspring and the issue, all vessels of small quantity, from the vessels of cups, even to all the vessels of flagons","of his fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"941","Isa","Isa 37:12","Have the gods of the nations delivered **them which my fathers[H1]** have destroyed, as Gozan, and Haran, and Rezeph, and the children of Eden which were in Telassar","them which my fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"942","Isa","Isa 38:5","Go, and say to Hezekiah, Thus saith the LORD, the God of David **thy father[H1]**, I have heard thy prayer, I have seen thy tears: behold, I will add unto thy days fifteen years","thy father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"943","Isa","Isa 38:19","The living, the living, he shall praise thee, as I do this day: **the father[H1]** to the children shall make known thy truth","the father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"944","Isa","Isa 39:6","Behold, the days come, that all that is in thine house, **and that which thy fathers[H1]** have laid up in store until this day, shall be carried to Babylon: nothing shall be left, saith the LORD","and that which thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"945","Isa","Isa 43:27","Thy first **father[H1]** hath sinned, and thy teachers have transgressed","father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"946","Isa","Isa 45:10","Woe unto him that saith **unto his father[H1]**, What begettest thou? or to the woman, What hast thou brought forth","unto his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"947","Isa","Isa 51:2","Look unto Abraham **your father[H1]**, and unto Sarah that bare you: for I called him alone, and blessed him, and increased","your father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"948","Isa","Isa 58:14","Then shalt thou delight thyself in the LORD; and I will cause thee to ride upon the high places of the earth, and feed thee with the heritage of Jacob **thy father[H1]**: for the mouth of the LORD hath spoken","thy father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"949","Isa","Isa 63:16","Doubtless **thou art our father[H1]**, though Abraham be ignorant of us, and Israel acknowledge us not: thou, O LORD, **art our father[H1]**, our redeemer; thy name is from everlasting","thou art our father, art our father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"950","Isa","Isa 64:8","But now, O LORD, **thou art our father[H1]**; we are the clay, and thou our potter; and we all are the work of thy hand","thou art our father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"951","Isa","Isa 64:11","Our holy and our beautiful house, **where our fathers[H1]** praised thee, is burned up with fire: and all our pleasant things are laid waste","where our fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"952","Isa","Isa 65:7","Your iniquities, and the iniquities **of your fathers[H1]** together, saith the LORD, which have burned incense upon the mountains, and blasphemed me upon the hills: therefore will I measure their former work into their bosom","of your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"953","Jer","Jer 2:5","¶ Thus saith the LORD, What iniquity **have your fathers[H1]** found in me, that they are gone far from me, and have walked after vanity, and are become vain","have your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"954","Jer","Jer 2:27","Saying to a stock, **Thou art my father[H1]**; and to a stone, Thou hast brought me forth: for they have turned their back unto me, and not their face: but in the time of their trouble they will say, Arise, and save","Thou art my father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"955","Jer","Jer 3:4","Wilt thou not from this time cry **unto me, My father[H1]**, thou art the guide of my youth","unto me My father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"956","Jer","Jer 3:18","In those days the house of Judah shall walk with the house of Israel, and they shall come together out of the land of the north to the land that I have given for an inheritance **unto your fathers[H1]**","unto your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"957","Jer","Jer 3:19","But I said, How shall I put thee among the children, and give thee a pleasant land, a goodly heritage of the hosts of nations? and I said, Thou shalt call **me, My father[H1]**; and shalt not turn away from me","me My father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"958","Jer","Jer 3:24","For shame hath devoured the labour **of our fathers[H1]** from our youth; their flocks and their herds, their sons and their daughters","of our fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"959","Jer","Jer 3:25","We lie down in our shame, and our confusion covereth us: for we have sinned against the LORD our God, **we and our fathers[H1]**, from our youth even unto this day, and have not obeyed the voice of the LORD our God","we and our fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"960","Jer","Jer 6:21","Therefore thus saith the LORD, Behold, I will lay stumblingblocks before this people, **and the fathers[H1]** and the sons together shall fall upon them; the neighbour and his friend shall perish","and the fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"961","Jer","Jer 7:7","Then will I cause you to dwell in this place, in the land that I gave **to your fathers[H1]**, for ever and ever","to your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"962","Jer","Jer 7:14","Therefore will I do unto this house, which is called by my name, wherein ye trust, and unto the place which I gave **to you and to your fathers[H1]**, as I have done to Shiloh","to you and to your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"963","Jer","Jer 7:18","The children gather wood, **and the fathers[H1]** kindle the fire, and the women knead their dough, to make cakes to the queen of heaven, and to pour out drink offerings unto other gods, that they may provoke me to anger","and the fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"964","Jer","Jer 7:22","For I spake **not unto your fathers[H1]**, nor commanded them in the day that I brought them out of the land of Egypt, concerning burnt offerings or sacrifices","not unto your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"965","Jer","Jer 7:25","Since the day **that your fathers[H1]** came forth out of the land of Egypt unto this day I have even sent unto you all my servants the prophets, daily rising up early and sending","that your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"966","Jer","Jer 7:26","Yet they hearkened not unto me, nor inclined their ear, but hardened their neck: they did worse **than their fathers[H1]**","than their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"967","Jer","Jer 9:14","But have walked after the imagination of their own heart, and after Baalim, **which their fathers[H1]** taught","which their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"968","Jer","Jer 9:16","I will scatter them also among the heathen, **whom neither they nor their fathers[H1]** have known: and I will send a sword after them, till I have consumed","whom neither they nor their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"969","Jer","Jer 11:4","Which I commanded **your fathers[H1]** in the day that I brought them forth out of the land of Egypt, from the iron furnace, saying, Obey my voice, and do them, according to all which I command you: so shall ye be my people, and I will be your God","your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"970","Jer","Jer 11:5","That I may perform the oath which I have sworn **unto your fathers[H1]**, to give them a land flowing with milk and honey, as it is this day. Then answered I, and said, So be it, O LORD","unto your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"971","Jer","Jer 11:7","For I earnestly protested **unto your fathers[H1]** in the day that I brought them up out of the land of Egypt, even unto this day, rising early and protesting, saying, Obey my voice","unto your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"972","Jer","Jer 11:10","They are turned back to the iniquities of their forefathers[**H1]**, which refused to hear my words; and they went after other gods to serve them: the house of Israel and the house of Judah have broken my covenant which I made **with their fathers[H1]**","with their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"973","Jer","Jer 12:6","For even thy brethren, and the house **of thy father[H1]**, even they have dealt treacherously with thee; yea, they have called a multitude after thee: believe them not, though they speak fair words","of thy father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"974","Jer","Jer 13:14","And I will dash them one against another, **even the fathers[H1]** and the sons together, saith the LORD: I will not pity, nor spare, nor have mercy, but destroy","even the fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"975","Jer","Jer 14:20","We acknowledge, O LORD, our wickedness, and the iniquity **of our fathers[H1]**: for we have sinned","of our fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"976","Jer","Jer 16:3","For thus saith the LORD concerning the sons and concerning the daughters that are born in this place, and concerning their mothers that bare **them, and concerning their fathers[H1]** that begat them in this land","them and concerning their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"977","Jer","Jer 16:7","Neither shall men tear themselves for them in mourning, to comfort them for the dead; neither shall men give them the cup of consolation to drink **for their father[H1]** or for their mother","for their father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"978","Jer","Jer 16:11","Then shalt thou say **unto them, Because your fathers[H1]** have forsaken me, saith the LORD, and have walked after other gods, and have served them, and have worshipped them, and have forsaken me, and have not kept my law","unto them Because your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"979","Jer","Jer 16:12","And ye have done worse **than your fathers[H1]**; for, behold, ye walk every one after the imagination of his evil heart, that they may not hearken","than your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"980","Jer","Jer 16:13","Therefore will I cast you out of this land into a land that ye know **not, neither ye nor your fathers[H1]**; and there shall ye serve other gods day and night; where I will not shew you favour","not neither ye nor your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"981","Jer","Jer 16:15","But, The LORD liveth, that brought up the children of Israel from the land of the north, and from all the lands whither he had driven them: and I will bring them again into their land that I gave **unto their fathers[H1]**","unto their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"982","Jer","Jer 16:19","O LORD, my strength, and my fortress, and my refuge in the day of affliction, the Gentiles shall come unto thee from the ends of the earth, and shall say, **Surely our fathers[H1]** have inherited lies, vanity, and things wherein there is no profit","Surely our fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"983","Jer","Jer 17:22","Neither carry forth a burden out of your houses on the sabbath day, neither do ye any work, but hallow ye the sabbath day, as I commanded **your fathers[H1]**","your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"984","Jer","Jer 19:4","Because they have forsaken me, and have estranged this place, and have burned incense in it unto other gods, **whom neither they nor their fathers[H1]** have known, nor the kings of Judah, and have filled this place with the blood of innocents","whom neither they nor their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"985","Jer","Jer 20:15","Cursed be the man who brought tidings **to my father[H1]**, saying, A man child is born unto thee; making him very glad","to my father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"986","Jer","Jer 22:11","For thus saith the LORD touching Shallum the son of Josiah king of Judah, which reigned instead of Josiah **his father[H1]**, which went forth out of this place; He shall not return","his father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"987","Jer","Jer 22:15","Shalt thou reign, because thou closest thyself in cedar? **did not thy father[H1]** eat and drink, and do judgment and justice, and then it was well","did not thy father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"988","Jer","Jer 23:27","Which think to cause my people to forget my name by their dreams which they tell every man to his neighbour, **as their fathers[H1]** have forgotten my name for Baal","as their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"989","Jer","Jer 23:39","Therefore, behold, I, even I, will utterly forget you, and I will forsake you, and the city that I gave **you and your fathers[H1]**, and cast you out of my presence","you and your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"990","Jer","Jer 24:10","And I will send the sword, the famine, and the pestilence, among them, till they be consumed from off the land that I gave **unto them and to their fathers[H1]**","unto them and to their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"991","Jer","Jer 25:5","They said, Turn ye again now every one from his evil way, and from the evil of your doings, and dwell in the land that the LORD hath given **unto you and to your fathers[H1]** for ever and ever","unto you and to your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"992","Jer","Jer 30:3","For, lo, the days come, saith the LORD, that I will bring again the captivity of my people Israel and Judah, saith the LORD: and I will cause them to return to the land that I gave **to their fathers[H1]**, and they shall possess","to their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"993","Jer","Jer 31:9","They shall come with weeping, and with supplications will I lead them: I will cause them to walk by the rivers of waters in a straight way, wherein they shall not stumble: **for I am a father[H1]** to Israel, and Ephraim is my firstborn","for I am a father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"994","Jer","Jer 31:29","In those days they shall say **no more, The fathers[H1]** have eaten a sour grape, and the children's teeth are set on edge","no more The fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"995","Jer","Jer 31:32","Not according to the covenant that I made **with their fathers[H1]** in the day that I took them by the hand to bring them out of the land of Egypt; which my covenant they brake, although I was an husband unto them, saith the LORD","with their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"996","Jer","Jer 32:18","Thou shewest lovingkindness unto thousands, and recompensest the iniquity **of the fathers[H1]** into the bosom of their children after them: the Great, the Mighty God, the LORD of hosts, is his name","of the fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"997","Jer","Jer 32:22","And hast given them this land, which thou didst swear **to their fathers[H1]** to give them, a land flowing with milk and honey","to their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"998","Jer","Jer 34:5","But thou shalt die in peace: and with the burnings **of thy fathers[H1]**, the former kings which were before thee, so shall they burn odours for thee; and they will lament thee, saying, Ah lord! for I have pronounced the word, saith the LORD","of thy fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"999","Jer","Jer 34:13","Thus saith the LORD, the God of Israel; I made a covenant **with your fathers[H1]** in the day that I brought them forth out of the land of Egypt, out of the house of bondmen, saying","with your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1000","Jer","Jer 34:14","At the end of seven years let ye go every man his brother an Hebrew, which hath been sold unto thee; and when he hath served thee six years, thou shalt let him go free **from thee: but your fathers[H1]** hearkened not unto me, neither inclined their ear","from thee but your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1001","Jer","Jer 35:6","But they said, We will drink no wine: for Jonadab the son of Rechab **our father[H1]** commanded us, saying, Ye shall drink no wine, neither ye, nor your sons for ever","our father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1002","Jer","Jer 35:8","Thus have we obeyed the voice of Jonadab the son of Rechab **our father[H1]** in all that he hath charged us, to drink no wine all our days, we, our wives, our sons, nor our daughters","our father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1003","Jer","Jer 35:10","But we have dwelt in tents, and have obeyed, and done according to all that Jonadab **our father[H1]** commanded","our father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1004","Jer","Jer 35:14","The words of Jonadab the son of Rechab, that he commanded his sons not to drink wine, are performed; for unto this day they drink none, but obey **their father's[H1]** commandment: notwithstanding I have spoken unto you, rising early and speaking; but ye hearkened","their fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1005","Jer","Jer 35:15","I have sent also unto you all my servants the prophets, rising up early and sending them, saying, Return ye now every man from his evil way, and amend your doings, and go not after other gods to serve them, and ye shall dwell in the land which I have given **to you and to your fathers[H1]**: but ye have not inclined your ear, nor hearkened","to you and to your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1006","Jer","Jer 35:16","Because the sons of Jonadab the son of Rechab have performed the commandment **of their father[H1]**, which he commanded them; but this people hath not hearkened","of their father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1007","Jer","Jer 35:18","¶ And Jeremiah said unto the house of the Rechabites, Thus saith the LORD of hosts, the God of Israel; Because ye have obeyed the commandment of Jonadab **your father[H1]**, and kept all his precepts, and done according unto all that he hath commanded","your father","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1008","Jer","Jer 44:3","Because of their wickedness which they have committed to provoke me to anger, in that they went to burn incense, and to serve other gods, whom they knew **not, neither they, ye, nor your fathers[H1]**","not neither they ye nor your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1009","Jer","Jer 44:9","Have ye forgotten the wickedness **of your fathers[H1]**, and the wickedness of the kings of Judah, and the wickedness of their wives, and your own wickedness, and the wickedness of your wives, which they have committed in the land of Judah, and in the streets of Jerusalem","of your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1010","Jer","Jer 44:10","They are not humbled even unto this day, neither have they feared, nor walked in my law, nor in my statutes, that I set before you and before **your fathers[H1]**","your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1011","Jer","Jer 44:17","But we will certainly do whatsoever thing goeth forth out of our own mouth, to burn incense unto the queen of heaven, and to pour out drink offerings unto her, as we have done, **we, and our fathers[H1]**, our kings, and our princes, in the cities of Judah, and in the streets of Jerusalem: for then had we plenty of victuals, and were well, and saw no evil","we and our fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
"1012","Jer","Jer 44:21","The incense that ye burned in the cities of Judah, and in the streets of Jerusalem, **ye, and your fathers[H1]**, your kings, and your princes, and the people of the land, did not the LORD remember them, and came it not into his mind","ye and your fathers","H1 אָב","ʼâb | awb","father, in a literal and immediate, or figurative and remote application"
